	Collaborative	Comments	Date	Day	Dogs	Equipment	Month	NoActivity	Other	Other_Activity	PhotoFiles	Power_Boats	Precipation	Precipitation	Ratio	Ratio_LESA	Ratio_WESA	RecordID	Sea_State	Site	SiteID	SiteName	Source	Survey Site	Tide_End	Tide_Start	Tide_State_End	Tide_State_Start	Time_End	Time_Start	Unpowered_Boat	Vis_Reason	Vis_Reason_Other	Visibility	Walkers	Weather	YES_NO_WESA_Obs	Year
626	Collaborative	The merlin sometimes perched on a snag on the small island in area 1 and attacked from there or approached from across lagoon. Attacks involved extended pursuit of flock (a minute or two) but I counted as 1 attack. Attacks were in areas 1 and 2. Later, peeps were in upper lagoon and we saw no indication of attacks or presence of merlin. There were also 2 unsuccessful attacks about 10:00 as we were setting up.There were at least 200 mainly WESA in the bay in area 1. A merlin attacked flock (not sure where it came from), pursued into mid-lagoon. Returned to the area briefly at 10:20 but did not land.		15		Both Binoculars and Scope	8							None	86 WESA; 38 LESA			WITT2015815	Rippled		WITT	Wittys Lagoon	Online		Low	Low	Low-tide	Low-tide	13:00:00	10:30:00				1km	6	Overcast	I saw at least 1 WESA during the survey	
627	Collaborative	"Small flock (5-6 birds) of WESA and LESA flew in during second and third observation periods and remained at the far end of a rocky peninsula for the duration of the survey, though all birds were not always visible at the same time. Most common ratio was 4 WESA: 2 LESA.

Other birds on or around foraging site included:
BAEA (passing through aloft)
OSPR (several aloft throughout observation period)
MEGU
GWGU
DCCO
GBHE
CAGO (only initially - moved away)"		14		Both Binoculars and Scope	8	No activity		See note at end of report re: other birds in or around survey site during observation period.	Two (of LESA) submitted by email to David Hope			Rain	most common was  4 WESA; 2 LESA 			WINT2015814	Rippled		WINT	Winter Cove	Online		15m	25m	Mid-tide	Low-tide	14:30:00	12:00:00		Weather		500m		Overcast	I saw at least 1 WESA during the survey	
628	Collaborative	We took another series of photos of the study area at the end to give an idea of tide levels. This series includes a telephoto of area 3 in which most of the peeps were located.		16	2.0	Both Binoculars and Scope	8			Only counted people and dogs when actually came to shoreline in study area, not if stayed on trails.				None	37 WESA; 9 LESA			WITT2015816	Calm		WITT	Wittys Lagoon	Online		Low	Low	Low-tide	Low-tide	13:30:00	11:00:00			some heat haze, especially when viewing over islands, and some glare	1km	16	Partly-Cloudy	I saw at least 1 WESA during the survey	
629	Collaborative	"Surveyors moved observation position slightly closer to the proximal end/centre highpoint of the rocky peninsula on which WESA and LESA had been observed on the 14th, for better visibility. 

1400 (interval 7): 3 peeps flew overhead through a flock of barn swallows. The peeps were distinguished from the swallows by their calls and shapes but were not observed to fly down and stop in the observation area.

1445 & 1500 (intervals 10 & 11): 2 LESA were observed feeding at the proximal end of the rocky peninsula in the centre of the observation area, close enough for decent photographs. (Photos are attached to an email to David Hope.)

Other birds in and around the observation site on this date:
GRYE (juv) in briny lagoon
GBHE
CAGO (initial interval only)
DCCO
BEKI
OSPR (on nearby snag & aloft)
MEGU
GWGU
CAGU (1)"		15	2.0	Both Binoculars and Scope	8			1430 (interval 9): 2 walkers & 2 dogs off leash passed through observation area.				None	0 WESA; 2 LESA			WINT2015815	Rippled		WINT	Winter Cove	Online		22m	35m	Mid-tide	Low-tide	15:00:00	12:30:00		Other	smoke/haze	500m	2	Overcast	I did not observe any Western Sandpipers during the entire survey	
630	Collaborative	"Interesting to observe the contrast between the 2 juvenile and the worn adult WESA during this survey.

Other birds in or around the survey area during the observation period included:
SPSA (on oyster/barnacle ""beach"" just north of surveyors' position)
GRYE in briny lagoon (again)
GBHE
BEKI
MEGU
GWGU
TUVU (aloft throughout)"		16		Both Binoculars and Scope	8			Sunday - heavy human GINPR activity		4: 2 @ anchor; 2 dinghies on beach		None	3 WESA; 0 LESA			WINT2015816	Rippled		WINT	Winter Cove	Online		25m 	35m	Mid-tide	Low-tide	15:00:00	12:30:00	7: 6 kayaks & 1 dinghy on beach			1km	8 walkers; 6 kayakers	Clear	I saw at least 1 WESA during the survey	
631	Collaborative	"Interesting to have the opportunity to see 2 WESA juveniles... one in fresh and and the other in early moulting plumage.

Tide heights are difficult to record for this site with its long peninsular reef and shorter reefs on either side, separated by deep shell accumulations but hardly any mud flat. Hope drawings on maps will help a bit re: peep positions.

Other birds in or around the survey site during the observation period included:
GRYE (salt lagoon)
NOCR (at least 20 initially, then none)
MEGU
GWGU
RBGU (1)
GBHE
BEKI
TUVU (aloft)"		17			8	No activity						None	2 WESA; 0 LESA			WINT2015817	Rippled		WINT	Winter Cove	Online		15m	30m	Mid-high	Mid-low	16:00:00	13:30:00				1km		Clear	I saw at least 1 WESA during the survey	
632	Collaborative			15	2.0	Both Binoculars and Scope	8							None	7 WESA; 6 LESA			PIPE2015815	Calm		PIPE	Pipers Lagoon	Online		11.9	7.4	Mid-high	Mid-tide	17:45:00	15:45:00				1km	10	Clear	I saw at least 1 WESA during the survey	
633	Collaborative			16	4.0	Both Binoculars and Scope	8							None	2 WESA; 5 LESA			PIPE2015816	Rippled		PIPE	Pipers Lagoon	Online		11.4 ft	7.2 ft	Mid-high	Mid-tide	18:00:00	16:00:00	3			1km	25	Clear	I saw at least 1 WESA during the survey	
634	Collaborative	Human activity:  human and dog numbers given are averages based on a count every half hour.		14	2.0	Binoculars-only	8					1		Rain				ISVI2015814	Rippled		ISVI	Island View	Online		2	0.8	Mid-high	Mid-low	15:30:00	13:00:00	2			1km	6	Overcast	I did not observe any Western Sandpipers during the entire survey	
635	Collaborative	Human activity:  walker and dog numbers given are averages based on a count every half hour.		15	3.0	Binoculars-only	8			wedding ceremony		4		None				ISVI2015815	Choppy		ISVI	Island View	Online		1.7	0.7	Mid-high	Mid-low	15:30:00	13:00:00	1			1km	16	Overcast	I did not observe any Western Sandpipers during the entire survey	
636	Collaborative	Human Activity:  walker and dog numbers given are an average based on a count every half hour.		16	11.0	Binoculars-only	8			nudist 1		2		None				ISVI2015816	Choppy		ISVI	Island View	Online		1.9	1	Mid-high	Mid-low	16:00:00	13:30:00	3			1km	25	Clear	I saw at least 1 WESA during the survey	
637	Collaborative	"Human Activity:  the numbers given for walkers and dogs are an average based on a count every half hour.

The photos listed in this report will be sent separately as a email attachment."		17	3.0	Both Binoculars and Scope	8			2 low flying aircraft.	"Islandview 17/08/2015 14:00 North mid-low tide
Islandview 17/08/2015  14:00 Northeast mid-low tide
Islandview 17/08 2015  14:00 Southeast mid-low tide
Islandview 17/08/2015  14:00 South mid-low tide
Islandview 17/08/2015 16:30 North mid-high tide
Islandview 17/08/2015 16:30 Northeast mid-high tide
Islandview 17/08/2015 16:30 Southeast mid-high tide
Islandview 17/08/2015 16:30 South Mid-high tide"	2		None				ISVI2015817	Calm		ISVI	Island View	Online		1.8	1.2	Mid-high	Mid-low	16:30:00	14:00:00	0			1km	12	Clear	I did not observe any Western Sandpipers during the entire survey	
638	Collaborative	Tide was very high when I arrived. Beach was in use by people with dogs. No shorebirds observed for the entire period.		16	8.0	Both Binoculars and Scope	8			Observed one harbor seal	IMG_3408.JPG, IMG_3409.JPG, IMG_3410.JPG, IMG_3411.JPG, IMG_3413.JPG	0		None	n/a			ENBO2015816	Calm		ENBO	English Boom	Online		High	High	High-tide	High-tide	19:31:00	17:07:00	0			1km	16	Clear	I did not observe any Western Sandpipers during the entire survey	
639	Single Observer			14		Both Binoculars and Scope	8	No activity			"Grice Bay August 14, 2015 (1) - (4)
These are datasheet photos."			None	1 WESA, 14 LESA			GRIC2015814	Rippled		GRIC	Grice Bay	Online		high-tide	mid-tide	High-tide	Mid-tide	00:00:00	09:30:00				1km		Overcast	I saw at least 1 WESA during the survey	
640	Collaborative	These are shallow ponds that recharge during high tides (~10') through a leaky old dike.  They attract lots of shore birds at high tide.  Ideally center the observation period around high tide.		16		Both Binoculars and Scope	8			3 photographers				None				EIDE2015816	Calm		EIDE	Eide Rd	Online		11.o'	9.1'	High-tide	Mid-high	20:00:00	17:30:00				1km		Clear	I saw at least 1 WESA during the survey	
641	Single Observer	The location I was instructed to go, was out of sight of the peeps. All sightings of peeps, (August 15th and 16th only) were visible about 25 metres closer to the parking lot. Waiting for the tide to push them in, would not have been sufficient. I moved 25 metres closer to the parking lot, from the arranged spot, due to uneven terrain. This applied to all Wesa and Lesa counts seen on the ground. I recommend the site be moved to this location.		15		Both Binoculars and Scope	8			21 Clam diggers.				None	16 Wesa 8 Lesa			NANO2015815	Choppy		NANO	Nanoose Bay	Online		Mid High 5 metres out	Mid-low 255 metres out.	Mid-high	Mid-low	17:30:00	15:00:00				1km	7	Partly-Cloudy	I saw at least 1 WESA during the survey	
642	Single Observer	On all counts of Wesa and Peeps, none were along the tide line. All were up the beach, pecking in the mud, or tidal flora. Even when the tide was high, they still preferred to stay above the tide line at this location. 		16	2.0	Both Binoculars and Scope	8							None	8 Wesa: 7 Lesa			NANO2015816	Calm		NANO	Nanoose Bay	Online		Mid-high 7 metres out	Mid-low 260 metres out	Mid-high	Mid-low	18:00:00	15:30:00			Heat haze	250m	10	Clear	I saw at least 1 WESA during the survey	
643	Single Observer			15		Both Binoculars and Scope	8	No activity			Grice Bay August 15, 2015 (1) - (4) (datasheets)			None	2 WESA, 2 LESA			GRIC2015815	Calm		GRIC	Grice Bay	Online		high-tide	mid-tide	High-tide	Mid-tide	12:30:00	10:00:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
644	Single Observer			16		Both Binoculars and Scope	8			helicopter	Grice Bay August 16, 2015, (1) - (4) (datasheets)			None				GRIC2015816	Calm		GRIC	Grice Bay	Online		high-tide	mid-tide	High-tide	Mid-tide	13:00:00	10:30:00		Glare	glare and heat distortion	500m		Partly-Cloudy	I saw at least 1 WESA during the survey	
645	Single Observer			17		Both Binoculars and Scope	8			3 standup paddleboards	"Jensens Bay S Aug 17, 2015 (1) - (4)  (datasheets)
Jensens Bay S Aug 17, 2015 1300
Jensens Bay S Aug 17, 2015 1400"			None	Too far to ID			SJEN2015817	Rippled		SJEN	Jensens Bay S	Online		high-tide	mid-tide	High-tide	Mid-tide	14:30:00	12:00:00		Glare	glare and heat distortion	500m		Clear	I saw at least 1 WESA during the survey	
646	Independent 			14			8	No activity						None	no lesa			KALE2015814			KALE	Kaleva Rd	Online		mid	low	Mid-tide	Low-tide	10:30:00	08:00:00				1km		Clear	I saw at least 1 WESA during the survey	
647	Single Observer	Again, from this site it is extremely difficult to estimate distance of tide from shore.		14		Both Binoculars and Scope	8			2 kite surfers 16:00 to 18:00				None				BB722015814	Choppy		BB72	Boundary Bay 72	Online		high	mid-low	High-tide	Mid-low	18:00:00	15:40:00				1km		Overcast	I saw at least 1 WESA during the survey	
648	Single Observer			15	2.0	Both Binoculars and Scope	8							None				BB722015815	Rippled		BB72	Boundary Bay 72	Online		high	mid-low	High-tide	Mid-low	18:45:00	16:05:00		Other	Heat haze	250m	4	Partly-Cloudy	I saw at least 1 WESA during the survey	
649	Independent 			18	2.0	Both Binoculars and Scope	7			"many windsurfers and kitesailors off the spit (more than 100 cars parked on dyke road) with some windurfers (2) making several passes up river towards the site.  
Many cars driving back and forth on the dyke road. Same on both Saturday and Sunday with strong winds."	"18JULY2015_1 THROUGH TO _8
SEA OTTER
SPIT"	1		None	0			SQUA2015718	Rippled		SQUA	Squamish Estuary	Online		MIDHIGH	MIDLOW	Mid-tide	Mid-low	16:30:00	14:00:00				1km	4	Clear	I did not observe any Western Sandpipers during the entire survey	
650				19	0.0	Both Binoculars and Scope	7			Another windy weekend resulted in many kite sailors and windsurfers off the spit with many cars going back and forth along the dyke road.		0		None	0			SQUA2015719	Rippled		SQUA	Squamish Estuary	Online		MIDHIGH	MID LOW	Mid-high	Mid-low	17:00:00	14:30:00				1km	2	Clear	I did not observe any Western Sandpipers during the entire survey	
651	Independent 			15	0.0	Both Binoculars and Scope	8				15AUG2015_1 TO _7	0		None	0			SQUA2015815	Calm		SQUA	Squamish Estuary	Online		MIDHIGH	MIDLOW	Mid-high	Mid-low	15:00:00	13:00:00	0			1km	2	Overcast	I did not observe any Western Sandpipers during the entire survey	
652	Independent 			16		Both Binoculars and Scope	8			With the sunny weather came the return of the wind and the kitesailors and windsurfers.  Car traffic was a little more subdued.	16aug2015_1 to _3			None	0			SQUA2015816	Rippled		SQUA	Squamish Estuary	Online		MIDHIGH	midlow	Mid-high	Mid-low	15:30:00	13:00:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	
653	Single Observer			17		Both Binoculars and Scope	7	No activity						None				KENN2015717	Calm		KENN	Kennedy Creek	Online		mid-low	high	Mid-low	High-tide	10:38:00	08:00:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
654	Single Observer	I think the WESA were foraging along shallow channels during some of the counts, because they were often not visible during counts.		18		Both Binoculars and Scope	7							None				KENN2015718	Calm		KENN	Kennedy Creek	Online				Mid-low	High-tide	11:19:00	08:45:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
